Barrio,DESTINO,cantidad_ocio_comercio,cantidad_oficinas,cantidad_residencial,centros_docentes,distancia_al_mar,nivel_socio_economico,Valor/m2_predicho
PAU 5,COMERCIO,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.687977537920667
PAU 5,CULTURAL,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.753397624514913
PAU 5,DEPORTIVO,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.7673738051123318
PAU 5,EDIF. SINGULAR,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.7426884147013038
PAU 5,ESPECTACULOS,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.753397624514913
PAU 5,INDUSTRIAL,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.7729109040931339
PAU 5,OCIO-HOSTELERIA,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.753397624514913
PAU 5,OFICINA,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.699869105233413
PAU 5,PUERTOS COMERC.,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.733435574896546
PAU 5,RELIGIOSO,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.753397624514913
PAU 5,RESIDENCIAL,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.7450985334951545
PAU 5,"SANIDAD,BENEF.",0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.6657773179168145
PAU 5,SOLARES,0.17724698656099008,0.0,0.5438325499574002,0.043478260869565216,0.8196304904859121,0.9999999999999999,0.8290128574066156
